"ID","IdadeResponsavel","RendaAntes","RendaMensal","NumeroFilhos","Vulneravel","EvasaoEscolar","TemInternet","SexoResponsavel","Regiao"
6067,57,1852.47,2100,1,"Não","Não","Sim","Masculino","Rural"
6068,46,1607.78,1800,0,"Não","Não","Sim","Feminino","Urbana"
6069,45,300.65,400,1,"Não","Não","Sim","Masculino","Rural"
6070,21,1583.38,1800,2,"Sim","Não","Sim","Feminino","Rural"
6071,27,1945.54,2200,0,"Sim","Sim","Sim","Feminino","Urbana"
6072,31,2724.62,3000,0,"Sim","Não","Não","Masculino","Urbana"
6073,34,2148.76,2400,2,"Não","Não","Sim","Feminino","Rural"
6074,57,1350.75,1500,0,"Sim","Sim","Não","Feminino","Urbana"
6075,39,2922.36,3100,2,"Não","Não","Sim","Masculino","Urbana"
6076,33,910.59,1100,5,"Sim","Não","Não","Feminino","Urbana"
6077,39,1465.58,1600,3,"Sim","Sim","Não","Feminino","Urbana"
6078,53,1736.49,2000,3,"Não","Sim","Não","Feminino","Urbana"
6079,44,2105.13,2300,0,"Sim","Sim","Não","Feminino","Urbana"
6080,36,2018.57,2200,1,"Não","Não","Não","Feminino","Urbana"
6081,18,1965.93,2100,4,"Não","Sim","Sim","Feminino","Rural"
6082,47,409.92,600,3,"Sim","Sim","Não","Feminino","Urbana"
6083,36,1260.49,1400,0,"Não","Não","Sim","Feminino","Urbana"
6084,42,1675.58,1800,1,"Sim","Sim","Não","Feminino","Urbana"
6085,39,1207.15,1400,2,"Sim","Não","Não","Feminino","Urbana"
6086,38,1623.47,1800,3,"Sim","Sim","Não","Masculino","Rural"
6087,44,1667.85,1900,4,"Não","Não","Sim","Feminino","Urbana"
6088,42,750.56,900,1,"Sim","Não","Sim","Feminino","Urbana"
6089,40,1632.59,1900,1,"Não","Não","Sim","Masculino","Rural"
6090,58,1051.17,1200,2,"Sim","Sim","Sim","Feminino","Urbana"
6091,30,923.61,1100,2,"Sim","Sim","Não","Feminino","Urbana"
6092,45,1371.79,1500,1,"Não","Sim","Sim","Feminino","Urbana"
6093,44,1076.44,1300,3,"Sim","Sim","Não","Feminino","Rural"
6094,33,1004.56,1200,3,"Sim","Não","Não","Masculino","Rural"
6095,24,2183.64,2400,2,"Não","Sim","Não","Feminino","Urbana"
6096,44,566.44,700,2,"Sim","Não","Não","Masculino","Urbana"
6097,47,2744.07,2900,1,"Não","Não","Não","Feminino","Rural"
6098,47,1029.57,1200,1,"Não","Sim","Não","Feminino","Urbana"
6099,42,1715.86,1900,1,"Sim","Sim","Sim","Feminino","Urbana"
6100,44,1414.51,1700,1,"Não","Não","Sim","Feminino","Rural"
6101,40,1021.6,1200,2,"Sim","Não","Sim","Masculino","Urbana"
6102,37,2040.91,2300,3,"Não","Não","Sim","Feminino","Urbana"
6103,47,827.36,1000,0,"Sim","Sim","Não","Feminino","Rural"
6104,44,890.97,1000,2,"Sim","Não","Não","Feminino","Urbana"
6105,60,1656.91,1800,1,"Sim","Sim","Não","Feminino","Urbana"
6106,37,1506.03,1700,1,"Sim","Sim","Não","Masculino","Urbana"
6107,27,898.93,1100,0,"Não","Sim","Sim","Masculino","Urbana"
6108,35,1680.78,1900,1,"Não","Não","Sim","Feminino","Urbana"
6109,43,602.38,800,4,"Sim","Não","Sim","Masculino","Urbana"
6110,47,2158.01,2300,1,"Não","Não","Sim","Feminino","Urbana"
6111,41,2104.11,2400,1,"Sim","Sim","Sim","Masculino","Urbana"
6112,44,281.76,500,1,"Sim","Sim","Sim","Feminino","Urbana"
6113,43,1220.86,1300,1,"Não","Não","Sim","Feminino","Urbana"
6114,49,984.38,1200,0,"Sim","Sim","Não","Feminino","Urbana"
6115,59,1353.49,1600,1,"Não","Não","Sim","Feminino","Urbana"
6116,52,2168.6,2300,4,"Não","Sim","Sim","Masculino","Urbana"
6117,45,1453.67,1700,2,"Não","Não","Sim","Feminino","Rural"
6118,43,735.79,1000,3,"Sim","Sim","Não","Feminino","Rural"
6119,30,1155.25,1400,7,"Sim","Não","Sim","Feminino","Urbana"
6120,46,3164.93,3300,1,"Não","Não","Sim","Feminino","Urbana"
6121,26,1604.35,1800,2,"Não","Sim","Sim","Masculino","Urbana"
6122,35,1370.49,1600,3,"Sim","Não","Sim","Masculino","Rural"
6123,61,756.28,1000,3,"Sim","Sim","Não","Masculino","Urbana"
6124,35,148.91,300,5,"Sim","Não","Não","Feminino","Rural"
6125,45,1286.56,1500,2,"Não","Não","Sim","Feminino","Rural"
6126,45,1815.43,2000,3,"Sim","Não","Não","Masculino","Rural"
6127,35,1485.81,1700,0,"Não","Não","Sim","Feminino","Urbana"
6128,34,1901.93,2100,4,"Não","Não","Sim","Feminino","Urbana"
6129,49,1867.2,2100,1,"Não","Não","Não","Feminino","Urbana"
6130,59,3471.79,3600,2,"Não","Não","Sim","Feminino","Urbana"
6131,42,1538.68,1800,0,"Sim","Não","Sim","Masculino","Rural"
6132,31,683.1,900,1,"Sim","Não","Não","Feminino","Urbana"
6133,40,887.52,1100,2,"Sim","Sim","Não","Masculino","Rural"
6134,18,1222.16,1400,3,"Sim","Sim","Sim","Feminino","Urbana"
6135,33,1803.52,2000,2,"Não","Não","Não","Feminino","Urbana"
6136,52,1022.2,1300,1,"Não","Não","Sim","Feminino","Urbana"
6137,25,1514.03,1800,3,"Não","Não","Não","Feminino","Urbana"
6138,41,2561.39,2700,0,"Sim","Sim","Não","Masculino","Urbana"
6139,61,1158.44,1400,2,"Sim","Sim","Não","Masculino","Urbana"
6140,29,837.92,1100,3,"Sim","Sim","Não","Feminino","Urbana"
6141,34,2712.95,2900,4,"Sim","Não","Sim","Masculino","Urbana"
6142,39,2368.93,2600,2,"Sim","Sim","Sim","Feminino","Urbana"
6143,51,2418.05,2600,3,"Não","Não","Não","Feminino","Rural"
6144,35,1659.25,1800,1,"Não","Não","Sim","Feminino","Rural"
6145,30,553.19,800,1,"Não","Não","Sim","Feminino","Rural"
6146,37,1544.25,1700,3,"Não","Não","Sim","Masculino","Urbana"
6147,34,823.06,1000,1,"Não","Não","Sim","Feminino","Urbana"
6148,43,2788.23,3000,6,"Não","Não","Sim","Feminino","Rural"
6149,39,547.16,700,3,"Sim","Sim","Não","Feminino","Urbana"
6150,38,2027.79,2200,1,"Não","Não","Sim","Masculino","Urbana"
6151,28,2364.2,2600,3,"Sim","Sim","Não","Feminino","Rural"
6152,57,1981.37,2100,2,"Não","Não","Sim","Feminino","Urbana"
6153,31,2117.06,2300,2,"Sim","Sim","Sim","Feminino","Urbana"
6154,22,2390.66,2500,2,"Sim","Não","Não","Masculino","Rural"
6155,35,896.49,1000,1,"Sim","Sim","Não","Feminino","Urbana"
6156,30,1740.8,1900,3,"Não","Não","Sim","Feminino","Urbana"
6157,53,2785.47,3000,2,"Não","Não","Sim","Feminino","Rural"
6158,39,1804.35,2000,2,"Sim","Não","Sim","Feminino","Rural"
6159,32,1593.57,1800,1,"Não","Não","Sim","Masculino","Rural"
6160,43,1145.72,1300,2,"Sim","Sim","Sim","Feminino","Urbana"
6161,44,565.63,800,2,"Sim","Não","Não","Feminino","Rural"
6162,50,975.69,1300,2,"Sim","Sim","Não","Feminino","Urbana"
6163,34,3255.9,3500,4,"Não","Não","Sim","Feminino","Rural"
6164,28,309.48,100,6,"Sim","Sim","Sim","Feminino","Urbana"
6165,50,529.33,700,2,"Sim","Não","Sim","Masculino","Rural"
6166,41,2533.39,2700,3,"Não","Não","Sim","Masculino","Urbana"
6167,37,864.84,1100,1,"Sim","Não","Não","Feminino","Rural"
6168,43,2863.59,3100,2,"Sim","Sim","Sim","Feminino","Rural"
6169,40,658.85,800,2,"Sim","Não","Sim","Feminino","Rural"
6170,35,2335.32,2500,0,"Não","Sim","Não","Feminino","Rural"
6171,35,1880.09,2100,4,"Não","Não","Sim","Masculino","Urbana"
6172,38,1787.86,2000,2,"Não","Não","Não","Feminino","Urbana"
6173,36,1990.54,2200,5,"Não","Não","Sim","Feminino","Urbana"
6174,41,1187.51,1400,1,"Não","Não","Sim","Feminino","Urbana"
6175,50,1928.88,2200,0,"Sim","Sim","Não","Masculino","Urbana"
6176,31,1500.35,1700,1,"Não","Não","Sim","Feminino","Urbana"
6177,51,1783.72,2000,1,"Não","Não","Sim","Feminino","Urbana"
6178,45,1764.79,2000,2,"Não","Não","Sim","Feminino","Rural"
6179,31,2449.56,2600,1,"Sim","Sim","Não","Feminino","Rural"
6180,37,1455.2,1600,0,"Não","Não","Sim","Masculino","Urbana"
6181,51,523.03,700,3,"Sim","Não","Sim","Feminino","Urbana"
6182,54,1774.04,2000,2,"Sim","Sim","Não","Feminino","Urbana"
6183,43,611,800,1,"Não","Não","Sim","Masculino","Urbana"
6184,38,2089.59,2200,0,"Não","Não","Sim","Feminino","Rural"
6185,21,2089.83,2300,0,"Sim","Sim","Sim","Feminino","Urbana"
6186,22,1018.3,1300,3,"Sim","Sim","Não","Masculino","Urbana"
6187,46,1328.05,1600,0,"Não","Não","Sim","Feminino","Urbana"
6188,43,2453.71,2600,2,"Não","Sim","Sim","Feminino","Urbana"
6189,49,1487.3,1600,4,"Sim","Não","Sim","Feminino","Rural"
6190,55,2818.52,3100,4,"Não","Não","Não","Feminino","Urbana"
6191,51,1267.28,1500,1,"Não","Não","Sim","Masculino","Rural"
6192,36,1338.03,1500,4,"Sim","Sim","Sim","Masculino","Urbana"
6193,50,1960.17,2200,1,"Não","Não","Sim","Feminino","Rural"
6194,35,843.22,1000,2,"Sim","Sim","Não","Feminino","Urbana"
6195,48,1856.96,2000,0,"Não","Não","Sim","Feminino","Rural"
6196,54,50.02,300,1,"Sim","Não","Não","Feminino","Urbana"
6197,41,1606.52,1800,0,"Não","Não","Sim","Masculino","Urbana"
6198,48,3457.25,3700,3,"Sim","Sim","Não","Feminino","Rural"
6199,31,1335.51,1500,4,"Não","Não","Sim","Feminino","Urbana"
6200,40,2492.87,2700,3,"Sim","Sim","Não","Masculino","Urbana"
6201,31,2260.6,2400,3,"Não","Não","Sim","Masculino","Urbana"
6202,42,2019.15,2200,1,"Não","Não","Sim","Feminino","Urbana"
6203,34,977.09,1100,2,"Sim","Não","Sim","Masculino","Urbana"
6204,36,2124.41,2300,1,"Não","Não","Sim","Feminino","Rural"
6205,35,1706.27,1900,3,"Não","Não","Sim","Feminino","Urbana"
6206,37,1417.44,1600,1,"Não","Sim","Sim","Feminino","Urbana"
6207,32,1198.51,1400,3,"Sim","Sim","Não","Feminino","Rural"
6208,33,2511.97,2700,4,"Não","Não","Sim","Feminino","Rural"
6209,37,2022.66,2200,1,"Não","Não","Sim","Feminino","Urbana"
6210,52,614.18,800,1,"Não","Não","Não","Feminino","Rural"
6211,53,2246.69,2500,1,"Não","Não","Sim","Feminino","Urbana"
6212,40,2466.8,2700,0,"Não","Não","Sim","Feminino","Urbana"
6213,46,1757.01,2000,2,"Não","Não","Sim","Masculino","Urbana"
6214,51,2304.1,2600,1,"Não","Não","Sim","Masculino","Rural"
6215,33,2153.9,2400,1,"Sim","Sim","Não","Masculino","Urbana"
6216,37,2512.8,2700,4,"Não","Não","Sim","Feminino","Rural"
6217,45,1476.64,1700,0,"Sim","Sim","Não","Feminino","Rural"
6218,46,1016.1,1200,3,"Sim","Não","Não","Feminino","Rural"
6219,38,1772.28,1900,1,"Não","Não","Sim","Feminino","Urbana"
6220,43,1571.37,1800,4,"Sim","Sim","Sim","Feminino","Rural"
6221,41,2674.94,2900,4,"Sim","Não","Sim","Feminino","Urbana"
6222,35,2530.98,2800,2,"Sim","Sim","Não","Feminino","Urbana"
6223,18,2345.03,2600,2,"Sim","Sim","Não","Masculino","Urbana"
6224,46,649.46,800,2,"Sim","Sim","Não","Feminino","Rural"
6225,47,1434.74,1700,1,"Não","Não","Sim","Feminino","Urbana"
6226,48,2134.03,2300,2,"Não","Sim","Não","Feminino","Urbana"
6227,38,1293.88,1500,3,"Não","Não","Sim","Feminino","Urbana"
6228,57,1705.77,1900,2,"Sim","Sim","Não","Feminino","Urbana"
6229,48,1495.47,1600,2,"Não","Não","Sim","Feminino","Urbana"
6230,52,2153.84,2300,1,"Não","Não","Sim","Feminino","Urbana"
6231,41,1980.18,2200,0,"Não","Sim","Sim","Masculino","Rural"
6232,11,1061.19,1300,2,"Sim","Sim","Não","Feminino","Urbana"
6233,50,1450.74,1700,3,"Não","Não","Sim","Masculino","Urbana"
6234,33,1201.44,1500,3,"Não","Não","Sim","Feminino","Urbana"
6235,30,2326.11,2600,1,"Não","Não","Sim","Feminino","Urbana"
6236,36,2404.18,2500,3,"Não","Não","Sim","Feminino","Urbana"
6237,58,1511.77,1800,2,"Não","Não","Sim","Feminino","Urbana"
6238,18,2066.16,2300,1,"Não","Não","Sim","Feminino","Rural"
6239,34,277.49,500,2,"Sim","Sim","Não","Masculino","Urbana"
6240,52,2270.46,2400,3,"Sim","Sim","Não","Feminino","Urbana"
6241,36,2030.56,2300,2,"Não","Não","Sim","Feminino","Urbana"
6242,52,671.23,900,1,"Não","Não","Sim","Masculino","Urbana"
6243,52,2608.67,2800,6,"Não","Não","Não","Masculino","Rural"
6244,60,1756.78,1900,1,"Sim","Sim","Não","Feminino","Rural"
6245,49,935.23,1200,4,"Sim","Não","Não","Feminino","Urbana"
6246,23,2940.97,3200,2,"Não","Não","Sim","Feminino","Urbana"
6247,20,1570.19,1800,2,"Sim","Sim","Sim","Feminino","Urbana"
6248,18,2668.8,2900,4,"Não","Não","Sim","Feminino","Urbana"
6249,28,1668.33,1900,3,"Sim","Não","Não","Feminino","Urbana"
6250,18,1443.79,1700,2,"Sim","Sim","Não","Masculino","Urbana"
6251,36,1809.35,2000,1,"Não","Não","Sim","Feminino","Urbana"
6252,27,2571.75,2800,2,"Sim","Não","Não","Feminino","Urbana"
6253,20,1725.01,1900,2,"Sim","Sim","Não","Masculino","Urbana"
6254,28,1630.43,1800,4,"Sim","Sim","Não","Feminino","Rural"
6255,35,1567.03,1700,2,"Sim","Sim","Sim","Feminino","Urbana"
6256,38,1354.89,1600,2,"Não","Não","Sim","Masculino","Urbana"
6257,27,1610.42,1900,1,"Sim","Sim","Não","Feminino","Urbana"
6258,54,1819.12,2000,2,"Sim","Não","Sim","Feminino","Urbana"
6259,38,1388.66,1600,4,"Não","Não","Sim","Feminino","Rural"
6260,49,1470.91,1800,4,"Sim","Sim","Não","Masculino","Rural"
6261,47,2015.94,2300,3,"Não","Não","Sim","Feminino","Urbana"
6262,49,2155.5,2400,2,"Sim","Sim","Sim","Feminino","Urbana"
6263,39,1785.51,2000,2,"Sim","Não","Não","Masculino","Urbana"
6264,40,2037.19,2200,2,"Sim","Não","Sim","Feminino","Urbana"
6265,28,2410.99,2700,2,"Não","Não","Sim","Masculino","Urbana"
6266,47,2338.06,2600,1,"Sim","Não","Sim","Masculino","Urbana"
6267,28,379.59,500,1,"Não","Não","Sim","Feminino","Rural"
6268,45,2039.73,2200,1,"Não","Não","Sim","Feminino","Rural"
6269,37,2264.49,2500,0,"Não","Não","Não","Feminino","Urbana"
6270,23,1609.4,1800,3,"Não","Sim","Sim","Feminino","Urbana"
6271,35,1268.41,1500,2,"Não","Não","Sim","Feminino","Urbana"
6272,45,674.31,900,2,"Sim","Não","Não","Masculino","Urbana"
6273,34,1074,1300,0,"Não","Não","Sim","Feminino","Urbana"
6274,47,2362.49,2500,0,"Sim","Não","Não","Feminino","Urbana"
6275,30,1328.55,1500,1,"Sim","Não","Sim","Feminino","Urbana"
6276,39,1506.16,1700,2,"Sim","Sim","Sim","Feminino","Rural"
6277,23,2236.13,2400,0,"Não","Não","Sim","Feminino","Urbana"
6278,34,1230.08,1400,1,"Não","Não","Sim","Feminino","Rural"
6279,31,1773.54,1900,3,"Sim","Sim","Não","Feminino","Urbana"
6280,34,625.28,900,3,"Sim","Sim","Sim","Masculino","Urbana"
6281,37,1613.73,1800,0,"Sim","Não","Sim","Masculino","Urbana"
6282,43,86.71,300,1,"Não","Não","Sim","Feminino","Rural"
6283,34,459.12,600,2,"Sim","Não","Não","Feminino","Urbana"
6284,47,2174.07,2300,2,"Não","Não","Sim","Feminino","Urbana"
6285,31,2263.35,2400,1,"Sim","Sim","Não","Masculino","Urbana"
6286,45,2724.5,2900,2,"Não","Não","Sim","Feminino","Rural"
6287,35,1462.54,1700,3,"Não","Sim","Sim","Feminino","Urbana"
6288,59,2060.75,2300,3,"Sim","Não","Sim","Feminino","Urbana"
6289,39,1553.42,1800,4,"Não","Sim","Sim","Feminino","Urbana"
6290,47,1553.35,1800,4,"Não","Sim","Não","Masculino","Urbana"
6291,48,917.85,1100,1,"Não","Não","Não","Feminino","Urbana"
6292,35,1239.55,1500,4,"Não","Não","Sim","Masculino","Urbana"
6293,46,2154.05,2300,2,"Sim","Não","Não","Feminino","Rural"
6294,31,2284.32,2400,2,"Não","Não","Sim","Feminino","Urbana"
6295,51,1156.07,1300,0,"Sim","Sim","Sim","Feminino","Urbana"
6296,49,1907.98,2100,2,"Não","Não","Sim","Feminino","Rural"
6297,40,1771.45,2000,1,"Sim","Sim","Não","Feminino","Urbana"
6298,37,1287.08,1500,1,"Sim","Sim","Não","Feminino","Urbana"
6299,25,1884.69,2100,2,"Sim","Sim","Não","Feminino","Urbana"
6300,43,326.66,509.23,2,"Sim","Sim","Não","Feminino","Rural"
6301,48,2023.51,2200,2,"Não","Não","Sim","Feminino","Urbana"
6302,30,2223.64,2500,1,"Não","Não","Sim","Feminino","Rural"
6303,47,669.93,900,1,"Não","Não","Sim","Masculino","Urbana"
6304,47,3234.06,3500,3,"Não","Não","Sim","Feminino","Rural"
6305,58,861.26,1000,7,"Sim","Não","Sim","Feminino","Rural"
6306,32,678.8,800,3,"Sim","Sim","Não","Feminino","Urbana"
6307,44,2885.8,3100,2,"Sim","Sim","Não","Feminino","Urbana"
6308,18,1419.5,1600,2,"Não","Sim","Sim","Feminino","Rural"
6309,41,1419.83,1700,0,"Sim","Sim","Não","Masculino","Urbana"
6310,47,2893.73,3100,2,"Não","Não","Não","Masculino","Rural"
6311,53,154.97,300,1,"Sim","Sim","Não","Feminino","Urbana"
6312,29,1073.11,1300,2,"Sim","Sim","Não","Feminino","Urbana"
6313,45,1747.3,1900,2,"Não","Não","Sim","Feminino","Urbana"
6314,40,702.97,900,0,"Não","Não","Não","Feminino","Urbana"
6315,44,1297.71,1400,1,"Não","Sim","Não","Feminino","Rural"
6316,51,456.51,700,4,"Sim","Não","Não","Feminino","Urbana"
6317,41,1340.95,1600,3,"Sim","Não","Não","Feminino","Urbana"
6318,57,646.88,900,1,"Sim","Não","Não","Feminino","Urbana"
6319,32,1706.09,2000,1,"Não","Não","Sim","Feminino","Urbana"
6320,53,1381.03,1600,4,"Não","Não","Não","Feminino","Urbana"
6321,51,1039.56,1200,0,"Sim","Não","Não","Masculino","Urbana"
6322,24,2607.7,2800,1,"Não","Não","Sim","Feminino","Urbana"
6323,37,935.38,1200,4,"Sim","Sim","Não","Masculino","Urbana"
6324,28,1600.19,1800,0,"Não","Não","Sim","Feminino","Urbana"
6325,50,690.46,900,2,"Sim","Não","Sim","Feminino","Rural"
6326,58,2435.9,2600,1,"Não","Não","Sim","Feminino","Urbana"
6327,10,1802.37,2000,2,"Não","Não","Sim","Masculino","Rural"
6328,62,1759.49,1900,2,"Não","Sim","Não","Feminino","Urbana"
6329,41,1056.72,1300,1,"Não","Sim","Sim","Feminino","Rural"
6330,41,2842.46,3000,2,"Não","Sim","Sim","Feminino","Urbana"
6331,26,1432.04,1600,0,"Não","Sim","Sim","Feminino","Urbana"
6332,41,2272.75,2400,3,"Não","Não","Sim","Feminino","Urbana"
6333,34,1494.28,1700,1,"Sim","Não","Não","Feminino","Urbana"
6334,50,1888.44,2000,1,"Não","Não","Sim","Feminino","Rural"
6335,26,1719.53,2000,1,"Não","Não","Sim","Masculino","Urbana"
6336,30,2004.64,2200,1,"Não","Não","Sim","Masculino","Urbana"
6337,45,2015.17,2200,3,"Não","Não","Não","Masculino","Rural"
6338,39,2049.43,2300,2,"Não","Não","Sim","Feminino","Urbana"
6339,37,1223.64,1400,2,"Sim","Sim","Não","Masculino","Rural"
6340,29,533.36,700,7,"Sim","Não","Não","Masculino","Urbana"
6341,44,2055.91,2300,2,"Não","Não","Sim","Masculino","Urbana"
6342,34,2236.81,2400,2,"Não","Não","Não","Masculino","Rural"
6343,38,1585.47,1800,3,"Não","Não","Sim","Feminino","Urbana"
6344,43,1561.03,1800,3,"Não","Não","Sim","Feminino","Urbana"
6345,57,1526.13,1800,3,"Sim","Sim","Não","Feminino","Urbana"
6346,40,2380.25,2600,3,"Sim","Sim","Sim","Feminino","Urbana"
6347,29,1808.5,2100,0,"Não","Sim","Sim","Feminino","Rural"
6348,36,917.04,1100,4,"Sim","Não","Não","Masculino","Urbana"
6349,30,1609.2,1800,0,"Não","Não","Sim","Feminino","Urbana"
6350,45,1220.47,1500,2,"Sim","Sim","Não","Feminino","Urbana"
6351,32,1209.64,1400,2,"Sim","Não","Não","Feminino","Urbana"
6352,36,1221.89,1500,2,"Não","Não","Sim","Masculino","Urbana"
6353,40,1836.85,2000,1,"Não","Não","Sim","Masculino","Urbana"
6354,34,2023.55,2300,1,"Não","Sim","Sim","Feminino","Urbana"
6355,39,850.01,1000,6,"Sim","Sim","Não","Feminino","Urbana"
6356,33,1123.74,1300,3,"Sim","Sim","Não","Feminino","Urbana"
6357,42,1974.66,2100,1,"Sim","Sim","Sim","Feminino","Urbana"
6358,57,2022.57,2200,0,"Não","Não","Sim","Feminino","Urbana"
6359,37,1669.92,1900,1,"Sim","Não","Não","Masculino","Urbana"
6360,46,661.29,900,1,"Sim","Não","Não","Masculino","Rural"
6361,28,1426.02,1600,3,"Sim","Não","Sim","Masculino","Rural"
6362,38,1790.21,1900,5,"Sim","Sim","Sim","Feminino","Urbana"
6363,36,365.89,600,4,"Sim","Não","Sim","Feminino","Rural"
6364,45,1025.38,1200,2,"Sim","Não","Não","Feminino","Urbana"
6365,41,1802.02,2000,3,"Não","Não","Sim","Feminino","Urbana"
6366,40,1719.22,1900,1,"Não","Não","Sim","Masculino","Urbana"
6367,58,1398.59,1600,2,"Não","Não","Sim","Feminino","Urbana"
6368,37,780.5,1000,1,"Não","Não","Sim","Feminino","Urbana"
6369,41,1584.99,1700,3,"Não","Não","Sim","Masculino","Rural"
6370,41,1133.19,1300,3,"Sim","Sim","Não","Masculino","Urbana"
6371,37,931.4,1100,2,"Sim","Sim","Não","Feminino","Rural"
6372,49,725.7,900,1,"Não","Não","Sim","Feminino","Urbana"
6373,48,745.19,900,2,"Sim","Não","Não","Masculino","Rural"
6374,60,3626.32,3700,6,"Não","Não","Não","Feminino","Rural"
6375,41,732.62,1000,3,"Sim","Sim","Não","Feminino","Urbana"
6376,43,429.49,600,3,"Sim","Não","Não","Feminino","Urbana"
6377,44,2160.93,2300,2,"Não","Não","Sim","Masculino","Urbana"
6378,58,1346.51,1500,2,"Não","Sim","Sim","Masculino","Rural"
6379,35,1840.05,2000,4,"Não","Sim","Sim","Feminino","Urbana"
6380,41,1691.92,1900,1,"Não","Não","Sim","Feminino","Rural"
6381,39,2391.82,2600,5,"Não","Não","Sim","Feminino","Urbana"
6382,31,2595.78,2800,3,"Não","Não","Sim","Masculino","Rural"
6383,41,2112.85,2300,1,"Não","Não","Sim","Masculino","Urbana"
6384,28,1551.97,1800,3,"Sim","Sim","Não","Masculino","Urbana"
6385,31,1238.62,1500,5,"Não","Não","Sim","Feminino","Urbana"
6386,41,778.29,1000,3,"Sim","Não","Não","Masculino","Urbana"
6387,55,1944.5,2100,0,"Não","Não","Sim","Feminino","Rural"
6388,47,1271.98,1500,3,"Não","Sim","Sim","Feminino","Urbana"
6389,57,2001.45,2200,5,"Sim","Sim","Não","Feminino","Urbana"
6390,31,1413.14,1600,4,"Não","Não","Não","Feminino","Urbana"
6391,52,1279.19,1400,2,"Sim","Não","Sim","Feminino","Urbana"
6392,57,1595.52,1800,1,"Sim","Não","Não","Feminino","Rural"
6393,30,1510.45,1800,1,"Não","Não","Não","Feminino","Urbana"
6394,20,508.84,700,1,"Não","Sim","Sim","Feminino","Urbana"
6395,37,1743.43,1900,4,"Sim","Não","Sim","Feminino","Urbana"
6396,46,1590.27,1900,0,"Não","Não","Sim","Feminino","Urbana"
6397,43,1314.7,1500,1,"Não","Não","Sim","Feminino","Urbana"
6398,47,1933.08,2100,3,"Não","Sim","Sim","Feminino","Rural"
6399,26,1160.63,1400,3,"Sim","Sim","Não","Masculino","Rural"
6400,34,807.92,1000,2,"Sim","Não","Sim","Masculino","Rural"
6401,53,1812.8,2000,0,"Não","Sim","Sim","Feminino","Urbana"
6402,41,322.06,500,2,"Sim","Sim","Sim","Feminino","Urbana"
6403,39,2043.22,2300,2,"Não","Não","Sim","Feminino","Urbana"
6404,43,2508.97,2700,1,"Sim","Não","Não","Feminino","Urbana"
6405,50,247.18,200,3,"Sim","Sim","Não","Masculino","Urbana"
6406,19,2188.43,2400,3,"Não","Sim","Sim","Feminino","Urbana"
6407,24,2225.98,2500,2,"Não","Não","Sim","Feminino","Urbana"
6408,48,1037.4,1200,3,"Sim","Não","Não","Feminino","Urbana"
6409,58,1115.1,1300,3,"Sim","Sim","Não","Feminino","Urbana"
6410,39,326.66,500,0,"Sim","Sim","Não","Feminino","Urbana"
6411,35,2097.92,2300,2,"Não","Não","Sim","Feminino","Urbana"
6412,40,2448.09,2600,2,"Não","Não","Sim","Feminino","Urbana"
6413,33,2007.24,2200,1,"Sim","Não","Sim","Masculino","Urbana"
6414,32,2234.49,2400,1,"Não","Não","Sim","Feminino","Urbana"
6415,28,1500.01,1700,1,"Sim","Não","Não","Feminino","Rural"
6416,45,1470.63,1700,1,"Não","Não","Sim","Masculino","Urbana"
6417,41,964.03,1200,1,"Sim","Sim","Não","Masculino","Urbana"
6418,30,2258,2500,2,"Não","Não","Sim","Feminino","Urbana"
6419,38,653.88,800,1,"Sim","Sim","Não","Masculino","Urbana"
6420,45,1467.3,1700,7,"Sim","Sim","Sim","Feminino","Urbana"
6421,32,1799.6,2000,1,"Não","Não","Sim","Feminino","Urbana"
6422,29,675.42,800,3,"Sim","Sim","Sim","Masculino","Urbana"
6423,41,777.84,1000,2,"Sim","Não","Não","Feminino","Urbana"
6424,45,672.72,900,2,"Sim","Não","Sim","Feminino","Rural"
6425,31,1822.38,2100,2,"Não","Não","Sim","Feminino","Urbana"
6426,21,2717.79,2900,1,"Não","Não","Sim","Feminino","Rural"
6427,45,1760.12,1900,1,"Não","Não","Sim","Feminino","Urbana"
6428,35,2027.97,2200,2,"Sim","Sim","Não","Feminino","Urbana"
6429,57,793.99,1000,1,"Não","Não","Não","Masculino","Urbana"
6430,41,1677.14,2000,1,"Não","Não","Sim","Masculino","Urbana"
6431,51,2747.36,2900,4,"Não","Sim","Sim","Masculino","Urbana"
6432,44,2094.84,2300,3,"Sim","Não","Não","Masculino","Urbana"
6433,39,1956.72,2100,1,"Não","Não","Sim","Feminino","Urbana"
6434,51,1062.98,1300,1,"Não","Não","Sim","Masculino","Urbana"
6435,47,1277.43,1500,5,"Sim","Sim","Não","Masculino","Urbana"
6436,40,266.56,500,3,"Sim","Não","Sim","Feminino","Urbana"
6437,52,1790.26,2000,0,"Sim","Sim","Não","Feminino","Urbana"
6438,55,2024.92,2200,1,"Não","Não","Não","Feminino","Urbana"
6439,43,1212.58,1400,3,"Sim","Sim","Não","Feminino","Urbana"
6440,49,2524.96,2700,1,"Não","Não","Sim","Feminino","Urbana"
6441,31,567.95,800,0,"Não","Sim","Não","Masculino","Urbana"
6442,48,959.65,1100,4,"Sim","Sim","Não","Masculino","Rural"
6443,42,2275.72,2500,2,"Não","Não","Sim","Masculino","Urbana"
6444,54,1533.75,1800,2,"Não","Não","Sim","Feminino","Urbana"
